OBJECTID,ResourceAgencyNum,PublicName,AltName1,AltName2,AltName3,AltName4,AltName5,AltName6,AltName7,AltName8,AltName9,AltName10,AltName11,AltName12,AltName13,AltName14,AltName15,AltName16,AltName17,AltName18,AltName19,AltName20,AltName21,AltName22,AltName23,AltName24,AltName25
2510,72721219,Sickle Cell Association of ON - Sickle Cell Association of ON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,72721223,Sickle Cell Awareness Group of ON - Sickle Cell Awareness Group of ON,SCAGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2512,71086530,Sidewalk Snow Removal for Seniors and People with Disabilities - Sidewalk Snow Removal for Seniors and People with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,72107597,Silent Voice Canada - Silent Voice Canada,ASL Centre,CV19,IHP,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,Infant Hearing Program,ISAP,Silent Voice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,70810794,Silver Creek Centre For Early Learning and Development - Silver Creek Centre For Early Learning and Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2515,70808974,Silver Springs Extended Day and School Age Program - Silver Springs Extended Day and School Age Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,72399523,Silver Star Medical Centre - Silver Star Medical Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517,70808243,Silverstone Learning Centre - Silverstone Learning Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518,73451540,Simcoe Place Health Clinic - Walk-in Clinic,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2519,70810867,Simcoe Sunshine Child Care - Simcoe Sunshine Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,70811009,Sisters Of Our Lady Of Mount Carmel - Sisters Of Our Lady Of Mount Carmel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,70917116,Small World Big Dreams Child Care Centre - Small World Big Dreams Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,70808396,Smart Start Montessori School - Smart Start Montessori School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,70808829,Snowdrop Montessori School - Snowdrop Montessori School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,69797355,Social Planning TO - Social Planning TO,CSPC,Social Planning Council of Toronto,SPC,Toronto Community Social Planning Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,69797390,Society of Saint Vincent de Paul - Community Store,Society of St Vincent de Paul,SSVP,St Vincent de Paul Society,SVDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,69797369,Society of Saint Vincent de Paul - Community Stores Distribution Centre,Society of St Vincent de Paul,SSVP,St Vincent de Paul Society,SVDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,69797366,Society of Saint Vincent de Paul - TO Central Council,CV19,Marygrove Camp,Society of St Vincent de Paul,SSVP,St Vincent de Paul Society,SVDP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,73451326,Society of Sharing: Inner-City Volunteers - Caregiver Relief,Inner-City Volunteers,Society of Sharing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,73451328,Society of Sharing: Inner-City Volunteers - Escort Program,Inner-City Volunteers,Society of Sharing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,73451324,Society of Sharing: Inner-City Volunteers - Friendly Visiting Program,Inner-City Volunteers,Society of Sharing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,73451332,Society of Sharing: Inner-City Volunteers - Society of Sharing: Inner-City Volunteers,Inner-City Volunteers,Society of Sharing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,73451330,Society of Sharing: Inner-City Volunteers - Telephone Reassurance Program,Inner-City Volunteers,Society of Sharing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,70810663,Sonechko Day Care - Sonechko Day Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,70810312,South Drive Children's Circle - South Drive Children's Circle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,72721705,South East TO Stroke Network - South East TO Stroke Network,SETSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,72721703,South East TO Stroke Network - Stroke Prevention Clinic,Based at St Michael's Hospital,SETSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,72721707,South East TO Stroke Network - Stroke Prevention Clinic,Based at St Michael's Hospital,SETSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,73107536,South Riverdale Community Health Centre - SRCHC - COUNTERfit Harm Reduction,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,73107524,South Riverdale Community Health Centre - SRCHC - Diabetes Education Community Network (DECNET),DECNET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,73107534,South Riverdale Community Health Centre - SRCHC - Environmental Health,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,73107530,South Riverdale Community Health Centre - SRCHC - Family Programs,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,73107541,South Riverdale Community Health Centre - SRCHC - Group Exercise Class for Seniors,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,73107526,South Riverdale Community Health Centre - SRCHC - Harmony Hall Seniors Active Living Congregate Dining,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,73107532,South Riverdale Community Health Centre - SRCHC - Primary Health,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,73107548,South Riverdale Community Health Centre - SRCHC - Self Management Program,Self-Management Program,Toronto Central Self Management Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,73107545,South Riverdale Community Health Centre - SRCHC - Senior's Centre,Call A Service Inc,Call A Service Inc/Harmony Hall Centre for Seniors,Harmony Hall Centre for Seniors,Toronto Ride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,73107538,South Riverdale Community Health Centre - SRCHC - South Riverdale Community Health Centre - SRCHC,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,73107528,South Riverdale Community Health Centre - SRCHC - TO Central Referral Service,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,73107543,South Riverdale Community Health Centre - SRCHC - Transportation,COUNTERfit Program,CV19,DEC NET,DECNET,Diabetes Education Community Network of East Toronto,SRCHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,69794758,SPARK ON - SPARK ON,COVID-19 Volunteer Opportunities,CV19,Ontario Volunteer Centre Network,Pan / Parapan American Games 2015,Spark Plugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,70809761,Special Moments Child Care Centre - Special Moments Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,73450445,Special Olympics ON - Special Olympics ON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,71085970,Special Olympics ON - Special Olympics TO - Special Olympics ON - Special Olympics TO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,71087010,Spinal Cord Injury ON - ON Employment Assistance Services,Canadian Paraplegic Association,CPA,EAS,OEAS,Ontario Paraplegic Association,Paraplegic Association,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,72974503,Spinal Cord Injury ON - Service and Advocacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,71084084,Spinal Cord Injury ON - Spinal Cord Injury ON,SCI Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,70808845,Sprucecourt Child Care Centre - Sprucecourt Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,70810488,Squirrel's Nest Child Care Centre - Squirrel's Nest Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,70811029,"St Alban's Boys' and Girls' Club, St Alban's Preschool - St Alban's Boys' and Girls' Club, St Alban's Preschool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,70810596,St Alphonsus - St Alphonsus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,70811211,St Bartholomew's Children's Centre - Regent Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,70810428,St Bede Child Care Centre - St Bede Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,70811069,"St Bernadette's Family Resource Centre, Child Care Programs - St Bernadette's Family Resource Centre, Child Care Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,71892059,St Bernard's Residence - St Bernard's Residence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,73451214,St Clair O'Connor Community - Adult Day Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,73451212,St Clair O'Connor Community - Life Enrichment Recreation Programs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,73451210,St Clair O'Connor Community - Long-Term Care Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,73451218,St Clair O'Connor Community - St Clair O'Connor Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,73451216,St Clair O'Connor Community - Supportive Housing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,70811033,St Clement's Early Learning School - St Clement's Early Learning School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,70809086,St Columba Catholic School - St Columba Catholic School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,70810919,St Crispins Day Care Centre - St Crispins Day Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,71077936,St David's Village - St David's Village,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574,73441011,St Demetrius Development Corporation - Long Term Care Facility,St Demetrius (Ukrainian Catholic) Development Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,73441008,St Demetrius Development Corporation - St Demetrius Apartments,St Demetrius (Ukrainian Catholic) Development Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,73441013,St Demetrius Development Corporation - St Demetrius Development Corporation,St Demetrius (Ukrainian Catholic) Development Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,73441006,St Demetrius Development Corporation - Supportive Care Services,St Demetrius (Ukrainian Catholic) Development Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,70807919,St Gabriel Lalemant - St Gabriel Lalemant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,73451126,St George Care Community - Long Term Care Home - St George Care Community - Long Term Care Home,St George Long Term Care Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,70807572,"St George Mini School - St George Mini School, Bond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,70807575,"St George Mini School - St George Mini School, Mallard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,70810668,St George's School Age Child Care Programme - St George's School Age Child Care Programme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,69799371,St James Town - St James Town - the Corner @ 200,Central Neighbourhood House,CNO,CV19,Sherbourne Health Centre,SJTCC,St James Town Safety Committee,St James Town Service Providers Network,St JamesTown Community Corner,St JamesTown Safety Committee,St JamesTown Service Providers Network,Thorncliffe Neighbourhood Office,TNO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,72616397,St James Town - St James Town - the Corner @ 240,Central Neighbourhood House,CNO,CV19,Sherbourne Health Centre,SJTCC,St James Town Safety Committee,St James Town Service Providers Network,St JamesTown Community Corner,St JamesTown Safety Committee,St JamesTown Service Providers Network,Thorncliffe Neighbourhood Office,TNO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585,71086909,St John Ambulance - TO Branch - St John Ambulance - TO Branch,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,70809688,St Lawrence Co-Operative Day Care - Infant and Toddler Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,70809682,St Lawrence Co-Operative Day Care - School Age Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,70809685,St Lawrence Co-Operative Day Care - Toddler and Preschool Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,70809607,St Mark's Day Care Centre - Greenland Road - St Mark's Day Care Centre - Greenland Road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2590,70809422,St Michael And All Angels Day Care Centre - St Michael And All Angels Day Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2591,70810612,St Monica's Satellite (Central Eglinton) - St Monica's Satellite (Central Eglinton),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2592,70807899,St Paschal Baylon - St Paschal Baylon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,70810831,St Philip's Community Preschool - St Philip's Community Preschool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,69797529,St Stephen's Community House - St Stephen's Community House,AIDES,AIDS Information Dissemination and Education Service,CV19,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,St Stephens Community House,Wellness Promotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,70917204,St Stephen's Community House [Child care] - Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2596,70917210,St Stephen's Community House [Child care] - Harbourfront Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2597,70917207,St Stephen's Community House [Child care] - King Edward Day Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,70917192,St Stephen's Community House [Child care] - Lord Lansdowne Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,70917201,St Stephen's Community House [Child care] - Our Lady Of Lourdes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,70917198,St Stephen's Community House [Child care] - St Stephen's Canoe Landing Before And After Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,70917195,St Stephen's Community House [Child care] - The Neighbourhood Group Canoe Landing Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,70917213,St Stephen's Community House [Child care] - Waterfront Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,70809082,St Ursula Licensed Before And After School Program - St Ursula Licensed Before And After School Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,70809094,St Victor Catholic School Before and After Child Care Program - St Victor Catholic School Before and After Child Care Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,70811277,St Vincent Sunshine - St Vincent Sunshine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,70809646,Start Right Child Care Centre - Start Right Child Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,70811037,Stepping Stones Day Nursery - Stepping Stones Day Nursery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,68975254,Stewardship ON - Stewardship ON,Orange Drop,Orange Drop Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,70809934,Stilecroft Superkids - Stilecroft Superkids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,73027172,Stonegate Community Health Centre - Clinical Health Services,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,73027176,Stonegate Community Health Centre - Community Programs,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,73027180,Stonegate Community Health Centre - Family Programs,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,73027174,Stonegate Community Health Centre - Housing Help Centre,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,73027178,Stonegate Community Health Centre - Physical Fitness Program,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,73027182,Stonegate Community Health Centre - Seniors Programs,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,73027186,Stonegate Community Health Centre - Stonegate Community Health Centre,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,73027184,Stonegate Community Health Centre - Women's Programs,Good Food Box,Stonegate Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,71168201,"Stretch Thrift Outlet - Stretch Thrift Outlet, Pape Avenue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,71078360,Striowski & Associates Physiotherapy - Striowski & Associates Physiotherapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,70810584,"Studio 1,2,3 Early Learning Centre - Studio 1,2,3 Early Learning Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,70808954,Summit Heights - Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,70809654,Sunburst Children's Centre - Sunburst Children's Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,71450418,Sunflower Developmental Services - Sunflower Developmental Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,70810368,Sunflower House - Sunflower House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,70808022,Sunflower Montessori Day Care - Sunflower Montessori Day Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
